name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
Viktoriya Tereshchuk,26.0,Ukraine,2008,8/24/2008,Modern Pentathlon,0,0,1,1
Andrejus Zadneprovskis,33.0,Lithuania,2008,8/24/2008,Modern Pentathlon,0,0,1,1
Libor Capalini,31.0,Czech Republic,2004,8/29/2004,Modern Pentathlon,0,0,1,1
Georgina Harland,26.0,Great Britain,2004,8/29/2004,Modern Pentathlon,0,0,1,1
Andrey Moiseyev,25.0,Russia,2004,8/29/2004,Modern Pentathlon,1,0,0,1
Jelena Rublevska,28.0,Latvia,2004,8/29/2004,Modern Pentathlon,0,1,0,1
Zsuzsa Voros,27.0,Hungary,2004,8/29/2004,Modern Pentathlon,1,0,0,1
Andrejus Zadneprovskis,29.0,Lithuania,2004,8/29/2004,Modern Pentathlon,0,1,0,1
Kate Allenby,26.0,Great Britain,2000,10-01-2000,Modern Pentathlon,0,0,1,1
Gbor Balogh,24.0,Hungary,2000,10-01-2000,Modern Pentathlon,0,1,0,1
Steph Cook,28.0,Great Britain,2000,10-01-2000,Modern Pentathlon,1,0,0,1
Emily deRiel,25.0,United States,2000,10-01-2000,Modern Pentathlon,0,1,0,1
Pavel Dovgal,24.0,Belarus,2000,10-01-2000,Modern Pentathlon,0,0,1,1
Dmitry Svatkovsky,28.0,Russia,2000,10-01-2000,Modern Pentathlon,1,0,0,1
Natalie Geisenberger,22.0,Germany,2010,2/28/2010,Luge,0,0,1,1
Tatjana Hfner,26.0,Germany,2010,2/28/2010,Luge,1,0,0,1
Patric Leitner,32.0,Germany,2010,2/28/2010,Luge,0,0,1,1
Andreas Linger,28.0,Austria,2010,2/28/2010,Luge,1,0,0,1
Wolfgang Linger,27.0,Austria,2010,2/28/2010,Luge,1,0,0,1
Felix Loch,20.0,Germany,2010,2/28/2010,Luge,1,0,0,1
David Mller,28.0,Germany,2010,2/28/2010,Luge,0,1,0,1
Nina Reithmayer,25.0,Austria,2010,2/28/2010,Luge,0,1,0,1
Alexander Resch,30.0,Germany,2010,2/28/2010,Luge,0,0,1,1
Andris ics,24.0,Latvia,2010,2/28/2010,Luge,0,1,0,1
Juris ics,26.0,Latvia,2010,2/28/2010,Luge,0,1,0,1
Armin Zggeler,36.0,Italy,2010,2/28/2010,Luge,0,0,1,1
Albert Demchenko,34.0,Russia,2006,2/26/2006,Luge,0,1,0,1
Andr Florschtz,29.0,Germany,2006,2/26/2006,Luge,0,1,0,1
Oswald Haselrieder,34.0,Italy,2006,2/26/2006,Luge,0,0,1,1
Tatjana Hfner,22.0,Germany,2006,2/26/2006,Luge,0,0,1,1
Silke Kraushaar,35.0,Germany,2006,2/26/2006,Luge,0,1,0,1
Andreas Linger,24.0,Austria,2006,2/26/2006,Luge,1,0,0,1
Wolfgang Linger,23.0,Austria,2006,2/26/2006,Luge,1,0,0,1
Sylke Otto,36.0,Germany,2006,2/26/2006,Luge,1,0,0,1
Gerhard Plankensteiner,34.0,Italy,2006,2/26/2006,Luge,0,0,1,1
Martin Rubenis,27.0,Latvia,2006,2/26/2006,Luge,0,0,1,1
Torsten Wustlich,29.0,Germany,2006,2/26/2006,Luge,0,1,0,1
Armin Zggeler,32.0,Italy,2006,2/26/2006,Luge,1,0,0,1
Mark Grimmette,31.0,United States,2002,2/24/2002,Luge,0,1,0,1
Georg Hackl,35.0,Germany,2002,2/24/2002,Luge,0,1,0,1
Clay Ives,29.0,United States,2002,2/24/2002,Luge,0,0,1,1
Silke Kraushaar,31.0,Germany,2002,2/24/2002,Luge,0,0,1,1
Patric Leitner,24.0,Germany,2002,2/24/2002,Luge,1,0,0,1
Brian Martin,28.0,United States,2002,2/24/2002,Luge,0,1,0,1
Barbara Niedernhuber,27.0,Germany,2002,2/24/2002,Luge,0,1,0,1
Sylke Otto,32.0,Germany,2002,2/24/2002,Luge,1,0,0,1
Markus Prock,37.0,Austria,2002,2/24/2002,Luge,0,0,1,1
Alexander Resch,22.0,Germany,2002,2/24/2002,Luge,1,0,0,1
Chris Thorpe,31.0,United States,2002,2/24/2002,Luge,0,0,1,1
Armin Zggeler,28.0,Italy,2002,2/24/2002,Luge,1,0,0,1
Yuri Alvear,26.0,Colombia,2012,08-12-2012,Judo,0,0,1,1
An KumAe,32.0,North Korea,2012,08-12-2012,Judo,1,0,0,1
Yanet Bermoy,25.0,Cuba,2012,08-12-2012,Judo,0,1,0,1
Ole Bischof,32.0,Germany,2012,08-12-2012,Judo,0,1,0,1
Edith Bosch,32.0,Netherlands,2012,08-12-2012,Judo,0,0,1,1
Karina Bryant,33.0,Great Britain,2012,08-12-2012,Judo,0,0,1,1
Corina Caprioriu,26.0,Romania,2012,08-12-2012,Judo,0,1,0,1
va Csernoviczki,25.0,Hungary,2012,08-12-2012,Judo,0,0,1,1
Rafael da Silva,25.0,Brazil,2012,08-12-2012,Judo,0,0,1,1
Lucie Dcosse,30.0,France,2012,08-12-2012,Judo,1,0,0,1
Alina Dumitru,29.0,Romania,2012,08-12-2012,Judo,0,1,0,1
Masashi Ebinuma,22.0,Japan,2012,08-12-2012,Judo,0,0,1,1
Gevrise Emane,30.0,France,2012,08-12-2012,Judo,0,0,1,1
Rosalba Forciniti,26.0,Italy,2012,08-12-2012,Judo,0,0,1,1
Arsen Galstyan,23.0,Russia,2012,08-12-2012,Judo,1,0,0,1
Gemma Gibbons,25.0,Great Britain,2012,08-12-2012,Judo,0,1,0,1
Priscilla Gneto,20.0,France,2012,08-12-2012,Judo,0,0,1,1
Asley Gonzlez,22.0,Cuba,2012,08-12-2012,Judo,0,1,0,1
Henk Grol,27.0,Netherlands,2012,08-12-2012,Judo,0,0,1,1
Kayla Harrison,22.0,United States,2012,08-12-2012,Judo,1,0,0,1
Hiroaki Hiraoka,27.0,Japan,2012,08-12-2012,Judo,0,1,0,1
Ilias Iliadis,25.0,Greece,2012,08-12-2012,Judo,0,0,1,1
Mansur Isayev,25.0,Russia,2012,08-12-2012,Judo,1,0,0,1
Jo JunHo,23.0,South Korea,2012,08-12-2012,Judo,0,0,1,1
Tagir Khaybulayev,28.0,Russia,2012,08-12-2012,Judo,1,0,0,1
Kim JaeBeom,27.0,South Korea,2012,08-12-2012,Judo,1,0,0,1
Felipe Kitadai,23.0,Brazil,2012,08-12-2012,Judo,0,0,1,1
Ugo Legrand,23.0,France,2012,08-12-2012,Judo,0,0,1,1
Marti Malloy,26.0,United States,2012,08-12-2012,Judo,0,0,1,1
Kaori Matsumoto,24.0,Japan,2012,08-12-2012,Judo,1,0,0,1
Sarah Menezes,22.0,Brazil,2012,08-12-2012,Judo,1,0,0,1
Aleksandr Mikhaylin,32.0,Russia,2012,08-12-2012,Judo,0,1,0,1
Naidangiin Tvshinbayar,28.0,Mongolia,2012,08-12-2012,Judo,0,1,0,1
Riki Nakaya,23.0,Japan,2012,08-12-2012,Judo,0,1,0,1
Ivan Nifontov,25.0,Russia,2012,08-12-2012,Judo,0,0,1,1
Masashi Nishiyama,27.0,Japan,2012,08-12-2012,Judo,0,0,1,1
Idalys Ortz,22.0,Cuba,2012,08-12-2012,Judo,1,0,0,1
Automne Pavia,23.0,France,2012,08-12-2012,Judo,0,0,1,1
Dimitri Peters,28.0,Germany,2012,08-12-2012,Judo,0,0,1,1
Teddy Riner,23.0,France,2012,08-12-2012,Judo,1,0,0,1
Saynjargalyn NyamOchir,26.0,Mongolia,2012,08-12-2012,Judo,0,0,1,1
Lasha Shavdatuashvili,20.0,Georgia,2012,08-12-2012,Judo,1,0,0,1
Mayra Silva,20.0,Brazil,2012,08-12-2012,Judo,0,0,1,1
Rishod Sobirov,25.0,Uzbekistan,2012,08-12-2012,Judo,0,0,1,1
Song DaeNam,33.0,South Korea,2012,08-12-2012,Judo,1,0,0,1
Mika Sugimoto,27.0,Japan,2012,08-12-2012,Judo,0,1,0,1
Audrey Tcheumeo,22.0,France,2012,08-12-2012,Judo,0,0,1,1
Kerstin Thiele,25.0,Germany,2012,08-12-2012,Judo,0,1,0,1
Andreas Tlzer,32.0,Germany,2012,08-12-2012,Judo,0,0,1,1
Tong Wen,29.0,China,2012,08-12-2012,Judo,0,0,1,1
Yoshie Ueno,29.0,Japan,2012,08-12-2012,Judo,0,0,1,1
Mikls Ungvri,31.0,Hungary,2012,08-12-2012,Judo,0,1,0,1
Antoine ValoisFortier,22.0,Canada,2012,08-12-2012,Judo,0,0,1,1
Charline Van Snick,21.0,Belgium,2012,08-12-2012,Judo,0,0,1,1
Xu Lili,24.0,China,2012,08-12-2012,Judo,0,1,0,1
Urka olnir,30.0,Slovenia,2012,08-12-2012,Judo,1,0,0,1
An KumAe,28.0,North Korea,2008,8/24/2008,Judo,0,1,0,1
Yordanis Arencibia,28.0,Cuba,2008,8/24/2008,Judo,0,0,1,1
Sergei Aschwanden,32.0,Switzerland,2008,8/24/2008,Judo,0,0,1,1
Amar Benikhlef,26.0,Algeria,2008,8/24/2008,Judo,0,1,0,1
Yanet Bermoy,21.0,Cuba,2008,8/24/2008,Judo,0,1,0,1
Ole Bischof,28.0,Germany,2008,8/24/2008,Judo,1,0,0,1
Rasul Bokiyev,25.0,Tajikistan,2008,8/24/2008,Judo,0,0,1,1
Edith Bosch,28.0,Netherlands,2008,8/24/2008,Judo,0,0,1,1
Oscar Braison,23.0,Cuba,2008,8/24/2008,Judo,0,0,1,1
Tiago Camilo,26.0,Brazil,2008,8/24/2008,Judo,0,0,1,1
Yalennis Castillo,22.0,Cuba,2008,8/24/2008,Judo,0,1,0,1
Choi MinHo,27.0,South Korea,2008,8/24/2008,Judo,1,0,0,1
Benjamin Darbelet,27.0,France,2008,8/24/2008,Judo,0,1,0,1
Lucie Dcosse,27.0,France,2008,8/24/2008,Judo,0,1,0,1
Alina Dumitru,25.0,Romania,2008,8/24/2008,Judo,1,0,0,1
Deborah Gravenstijn,33.0,Netherlands,2008,8/24/2008,Judo,0,1,0,1
Henk Grol,23.0,Netherlands,2008,8/24/2008,Judo,0,0,1,1
Leandro Guilheiro,25.0,Brazil,2008,8/24/2008,Judo,0,0,1,1
Soraya Haddad,23.0,Algeria,2008,8/24/2008,Judo,0,0,1,1
Anaisis Hernndez,26.0,Cuba,2008,8/24/2008,Judo,0,1,0,1
Roman Hontiuk,24.0,Ukraine,2008,8/24/2008,Judo,0,0,1,1
Ruben Houkes,29.0,Netherlands,2008,8/24/2008,Judo,0,0,1,1
Satoshi Ishii,21.0,Japan,2008,8/24/2008,Judo,1,0,0,1
Jeong GyeongMi,23.0,South Korea,2008,8/24/2008,Judo,0,0,1,1
Kim JaeBeom,23.0,South Korea,2008,8/24/2008,Judo,0,1,0,1
Mvlud Mirliyev,34.0,Azerbaijan,2008,8/24/2008,Judo,0,0,1,1
Hesham Misbah,26.0,Egypt,2008,8/24/2008,Judo,0,0,1,1
Elnur Mmmdli,20.0,Azerbaijan,2008,8/24/2008,Judo,1,0,0,1
Naidangiin Tvshinbayar,24.0,Mongolia,2008,8/24/2008,Judo,1,0,0,1
Misato Nakamura,19.0,Japan,2008,8/24/2008,Judo,0,0,1,1
Idalys Ortz,18.0,Cuba,2008,8/24/2008,Judo,0,0,1,1
Ludwig Paischer,26.0,Austria,2008,8/24/2008,Judo,0,1,0,1
Pak CholMin,25.0,North Korea,2008,8/24/2008,Judo,0,0,1,1
Paula Pareto,22.0,Argentina,2008,8/24/2008,Judo,0,0,1,1
Lucija Polavder,23.0,Slovenia,2008,8/24/2008,Judo,0,0,1,1
Stphanie Possamai,28.0,France,2008,8/24/2008,Judo,0,0,1,1
Ketleyn Quadros,20.0,Brazil,2008,8/24/2008,Judo,0,0,1,1
Giulia Quintavalle,25.0,Italy,2008,8/24/2008,Judo,1,0,0,1
Teddy Riner,19.0,France,2008,8/24/2008,Judo,0,0,1,1
Ronda Rousey,21.0,United States,2008,8/24/2008,Judo,0,0,1,1
Rishod Sobirov,21.0,Uzbekistan,2008,8/24/2008,Judo,0,0,1,1
Ryoko TamuraTani,32.0,Japan,2008,8/24/2008,Judo,0,0,1,1
Abdullo Tangriyev,27.0,Uzbekistan,2008,8/24/2008,Judo,0,1,0,1
Ayumi Tanimoto,27.0,Japan,2008,8/24/2008,Judo,1,0,0,1
Tong Wen,25.0,China,2008,8/24/2008,Judo,1,0,0,1
Irakli Tsirekidze,26.0,Georgia,2008,8/24/2008,Judo,1,0,0,1
Maki Tsukada,26.0,Japan,2008,8/24/2008,Judo,0,1,0,1
Masato Uchishiba,30.0,Japan,2008,8/24/2008,Judo,1,0,0,1
Masae Ueno,29.0,Japan,2008,8/24/2008,Judo,1,0,0,1
Wang GiChun,19.0,South Korea,2008,8/24/2008,Judo,0,1,0,1
Elisabeth Willeboordse,29.0,Netherlands,2008,8/24/2008,Judo,0,0,1,1
Won OkIm,21.0,North Korea,2008,8/24/2008,Judo,0,0,1,1
Xian Dongmei,32.0,China,2008,8/24/2008,Judo,1,0,0,1
Xu Yan,26.0,China,2008,8/24/2008,Judo,0,0,1,1
Yang Xiuli,24.0,China,2008,8/24/2008,Judo,1,0,0,1
Askhat Zhitkeyev,27.0,Kazakhstan,2008,8/24/2008,Judo,0,1,0,1
Noriko Anno,28.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Yordanis Arencibia,24.0,Cuba,2004,8/29/2004,Judo,0,0,1,1
Daima Beltrn,31.0,Cuba,2004,8/29/2004,Judo,0,1,0,1
Annett Bhm,24.0,Germany,2004,8/29/2004,Judo,0,0,1,1
Yvonne Bnisch,23.0,Germany,2004,8/29/2004,Judo,1,0,0,1
Edith Bosch,24.0,Netherlands,2004,8/29/2004,Judo,0,1,0,1
Flvio Canto,29.0,Brazil,2004,8/29/2004,Judo,0,0,1,1
Choi MinHo,23.0,South Korea,2004,8/29/2004,Judo,0,0,1,1
Tea Donguzashvili,28.0,Russia,2004,8/29/2004,Judo,0,0,1,1
Gao Feng,22.0,China,2004,8/29/2004,Judo,0,0,1,1
Georgi Georgiev,28.0,Bulgaria,2004,8/29/2004,Judo,0,0,1,1
Driulys Gonzlez,30.0,Cuba,2004,8/29/2004,Judo,0,0,1,1
Deborah Gravenstijn,29.0,Netherlands,2004,8/29/2004,Judo,0,0,1,1
Leandro Guilheiro,21.0,Brazil,2004,8/29/2004,Judo,0,0,1,1
Claudia Heill,22.0,Austria,2004,8/29/2004,Judo,0,1,0,1
Ilse Heylen,27.0,Belgium,2004,8/29/2004,Judo,0,0,1,1
Roman Hontiuk,20.0,Ukraine,2004,8/29/2004,Judo,0,1,0,1
Mark Huizinga,30.0,Netherlands,2004,8/29/2004,Judo,0,0,1,1
Ilias Iliadis,17.0,Greece,2004,8/29/2004,Judo,1,0,0,1
Hiroshi Izumi,22.0,Japan,2004,8/29/2004,Judo,0,1,0,1
Jang SeongHo,26.0,South Korea,2004,8/29/2004,Judo,0,1,0,1
Frdrique Jossinet,28.0,France,2004,8/29/2004,Judo,0,1,0,1
Michael Jurack,25.0,Germany,2004,8/29/2004,Judo,0,0,1,1
Khashbaataryn Tsagaanbaatar,20.0,Mongolia,2004,8/29/2004,Judo,0,0,1,1
Nestor Khergiani,29.0,Georgia,2004,8/29/2004,Judo,0,1,0,1
Jozef Krnc,26.0,Slovakia,2004,8/29/2004,Judo,0,1,0,1
Kye SunHui,25.0,North Korea,2004,8/29/2004,Judo,0,1,0,1
Yurisel Laborde,25.0,Cuba,2004,8/29/2004,Judo,0,0,1,1
Lee WonHui,23.0,South Korea,2004,8/29/2004,Judo,1,0,0,1
Liu Xia,25.0,China,2004,8/29/2004,Judo,0,1,0,1
Yurisleidy Lupetey,23.0,Cuba,2004,8/29/2004,Judo,0,0,1,1
Igor Makarov,25.0,Belarus,2004,8/29/2004,Judo,1,0,0,1
Vitaly Makarov,30.0,Russia,2004,8/29/2004,Judo,0,1,0,1
Julia Matijass,30.0,Germany,2004,8/29/2004,Judo,0,0,1,1
Lucia Morico,28.0,Italy,2004,8/29/2004,Judo,0,0,1,1
Tadahiro Nomura,29.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Dmitry Nosov,24.0,Russia,2004,8/29/2004,Judo,0,0,1,1
Jimmy Pedro,33.0,United States,2004,8/29/2004,Judo,0,0,1,1
Indrek Pertelson,33.0,Estonia,2004,8/29/2004,Judo,0,0,1,1
Qin Dongya,24.0,China,2004,8/29/2004,Judo,0,0,1,1
Amarilys Savn,30.0,Cuba,2004,8/29/2004,Judo,0,0,1,1
Sun Fuming,30.0,China,2004,8/29/2004,Judo,0,0,1,1
Keiji Suzuki,24.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Ryoko TamuraTani,28.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Ayumi Tanimoto,23.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Khasanbi Taov,26.0,Russia,2004,8/29/2004,Judo,0,0,1,1
Tamerlan Tmenov,27.0,Russia,2004,8/29/2004,Judo,0,1,0,1
Maki Tsukada,22.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Masato Uchishiba,26.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Masae Ueno,25.0,Japan,2004,8/29/2004,Judo,1,0,0,1
Dennis van der Geest,29.0,Netherlands,2004,8/29/2004,Judo,0,0,1,1
Xian Dongmei,28.0,China,2004,8/29/2004,Judo,1,0,0,1
Yuki Yokosawa,23.0,Japan,2004,8/29/2004,Judo,0,1,0,1
Arik Zeevi,27.0,Israel,2004,8/29/2004,Judo,0,0,1,1
Urka olnir,22.0,Slovenia,2004,8/29/2004,Judo,0,0,1,1
Zurab Zviadauri,23.0,Georgia,2004,8/29/2004,Judo,1,0,0,1
Daima Beltrn,28.0,Cuba,2000,10-01-2000,Judo,0,1,0,1
Larbi Ben Boudaoud,26.0,France,2000,10-01-2000,Judo,0,1,0,1
Lyubov Bruletova,26.0,Russia,2000,10-01-2000,Judo,0,1,0,1
Aleksei Budlin,24.0,Estonia,2000,10-01-2000,Judo,0,0,1,1
Tiago Camilo,18.0,Brazil,2000,10-01-2000,Judo,0,1,0,1
Nuno Delgado,24.0,Portugal,2000,10-01-2000,Judo,0,0,1,1
Frdric Demontfaucon,26.0,France,2000,10-01-2000,Judo,0,0,1,1
